,tweet_id,favorites,retweet_count
946,751205363882532864,6677,1977
947,751132876104687617,5378,1411
948,750868782890057730,5051,1500
949,750719632563142656,13973,5454
950,750506206503038976,4699,1244
951,750429297815552001,13939,4650
952,750383411068534784,4812,1227
953,750381685133418496,732,32
954,750147208377409536,3278,1043
955,750132105863102464,3847,1374
956,750117059602808832,4581,1406
957,750101899009982464,3216,910
958,750086836815486976,2300,591
959,750071704093859840,8315,3609
960,750056684286914561,3317,969
961,750041628174217216,3360,670
962,750026558547456000,2871,853
963,750011400160841729,3434,984
964,749996283729883136,3208,874
965,749981277374128128,5404,2644
966,749774190421639168,4915,1418
967,749417653287129088,6440,1802
968,749403093750648834,2778,589
969,749395845976588288,9097,3741
970,749317047558017024,5797,2391
971,749075273010798592,6091,2233
972,749064354620928000,5060,1629
973,749036806121881602,3277,843
974,748977405889503236,11318,3666
975,748932637671223296,6176,2439
976,748705597323898880,2923,1022
977,748699167502000129,4998,1724
978,748692773788876800,4477,1436
979,748575535303884801,6402,2151
980,748568946752774144,2301,726
981,748346686624440324,5517,1337
982,748337862848962560,8129,4442
983,748324050481647620,3902,826
984,748307329658011649,3870,770
985,748220828303695873,14915,8392
986,747963614829678593,6100,2312
987,747933425676525569,6987,2751
988,747885874273214464,3114,1062
989,747844099428986880,2959,809
990,747816857231626240,5117,1253
991,747651430853525504,1457,169
992,747648653817413632,13603,6293
993,747600769478692864,2446,591
994,747594051852075008,3896,1132
995,747512671126323200,5853,1707
996,747461612269887489,4078,1112
997,747439450712596480,5721,2073
998,747242308580548608,0,3101
999,747219827526344708,5568,1703
1000,747204161125646336,3567,992
1001,747103485104099331,10094,4297
1002,746906459439529985,3045,318
1003,746872823977771008,6318,2309
1004,746818907684614144,5581,1855
1005,746790600704425984,5144,1711
1006,746757706116112384,10086,4196
1007,746726898085036033,6362,1925
1008,746542875601690625,5309,2006
1009,746521445350707200,0,1057
1010,746507379341139972,4876,1162
1011,746369468511756288,6489,1767
1012,746131877086527488,7275,2366
1013,746056683365994496,3738,874
1014,745789745784041472,4245,1146
1015,745712589599014916,7362,2489
1016,745433870967832576,7479,2726
1017,745422732645535745,9025,2609
1018,745314880350101504,7547,2980
1019,745074613265149952,8254,3790
1020,745057283344719872,7614,2444
1021,744995568523612160,3128,671
1022,744971049620602880,8294,2891
1023,744709971296780288,5880,1674
1024,744334592493166593,7128,2296
1025,744234799360020481,164715,83935
1026,744223424764059648,1786,401
1027,743980027717509120,4374,1168
1028,743895849529389061,3832,1027
1029,743835915802583040,0,2238
1030,743609206067040256,4715,1478
1031,743595368194129920,19438,7046
1032,743545585370791937,3711,1002
1033,743510151680958465,8316,3962
1034,743253157753532416,4455,1307
1035,743222593470234624,6520,2041
1036,743210557239623680,4029,1462
1037,742534281772302336,7409,3809
1038,742528092657332225,4666,2136
1039,742465774154047488,7639,4166
1040,742423170473463808,10340,4072
1041,742385895052087300,7151,2135
1042,742161199639494656,4565,1472
1043,742150209887731712,5400,1671
1044,741793263812808706,4790,1616
1045,741743634094141440,8600,2965
1046,741438259667034112,3862,896
1047,741303864243200000,9219,3471
1048,741099773336379392,10564,5944
1049,741067306818797568,9933,3312
1050,740995100998766593,6724,2966
1051,740711788199743490,3582,999
1052,740699697422163968,2978,839
1053,740676976021798912,19075,7283
1054,740373189193256964,36530,14245
1055,740365076218183684,2607,469
1056,740359016048689152,3464,916
1057,740214038584557568,7022,2106
1058,739979191639244800,20983,6341
1059,739932936087216128,4256,1155
1060,739844404073074688,3985,915
1061,739623569819336705,3992,1453
1062,739606147276148736,5660,1773
1063,739544079319588864,41697,22910
1064,739485634323156992,7556,3149
1065,739238157791694849,121717,62197
1066,738891149612572673,113,6
1067,738885046782832640,3953,1223
1068,738883359779196928,3507,870
1069,738537504001953792,5352,1670
1070,738402415918125056,3422,905
1071,738184450748633089,4525,1295
1072,738166403467907072,9249,3645
1073,738156290900254721,2661,700
1074,737826014890496000,5533,1883
1075,737800304142471168,10486,3704
1076,737678689543020544,5294,1430
1077,737445876994609152,10795,4774
1078,737322739594330112,3787,869
1079,737310737551491075,15414,7932
1080,736736130620620800,4530,1856
1081,736392552031657984,18645,7933
1082,736365877722001409,4184,1342
1083,736225175608430592,8534,2964
1084,736010884653420544,8285,3185
1085,735991953473572864,3769,1229
1086,735648611367784448,4204,1175
1087,735635087207878657,6480,2512
1088,735274964362878976,13640,5426
1089,735256018284875776,3505,949
1090,735137028879360001,3283,1038
1091,734912297295085568,2870,550
1092,734787690684657664,13184,6737
1093,734776360183431168,2634,583
1094,734559631394082816,1571,423
1095,733828123016450049,3771,829
1096,733822306246479872,3850,1078
1097,733482008106668032,3292,1014
1098,733460102733135873,4417,1366
1099,733109485275860992,51587,17959
1100,732732193018155009,2563,574
1101,732726085725589504,3702,946
1102,732585889486888962,3867,822
1103,732375214819057664,8480,2697
1104,732005617171337216,15672,5833
1105,731285275100512256,3660,1050
1106,731156023742988288,4022,1359
1107,730924654643314689,6431,2113
1108,730573383004487680,5159,2301
1109,730427201120833536,3629,1111
1110,730211855403241472,4009,1130
1111,730196704625098752,5119,2049
1112,729854734790754305,4225,1203
1113,729838605770891264,1787,410
1114,729823566028484608,4179,1322
1115,729463711119904772,6077,2465
1116,729113531270991872,1976,350
1117,728986383096946689,3310,878
1118,728760639972315136,4893,1820
1119,728751179681943552,2911,725
1120,728653952833728512,3468,1108
1121,728409960103686147,5145,2143
1122,728387165835677696,3843,1021
1123,728046963732717569,4515,1255
1124,728035342121635841,4768,1779
1125,728015554473250816,4296,1164
1126,727685679342333952,3071,683
1127,727644517743104000,6171,1863
1128,727524757080539137,4675,1302
1129,727314416056803329,3482,802
1130,727286334147182592,3188,871
1131,727175381690781696,4052,1468
1132,727155742655025152,3809,1409
1133,726935089318363137,7207,2612
1134,726887082820554753,4015,1605
1135,726828223124897792,3714,1074
1136,726224900189511680,4620,1227
1137,725842289046749185,7385,2829
1138,725786712245440512,4360,1449
1139,725729321944506368,5430,1896
1140,725458796924002305,1477,663
1141,724983749226668032,3880,1388
1142,724771698126512129,2481,685
1143,724405726123311104,5551,1757
1144,724049859469295616,4524,1884
1145,724046343203856385,2786,595
1146,724004602748780546,4377,1680
1147,723912936180330496,4075,1306
1148,723688335806480385,8066,3176
1149,723673163800948736,3164,950
1150,723179728551723008,5542,2000
1151,722974582966214656,4303,1675
1152,722613351520608256,5188,1743
1153,721503162398597120,4874,1994
1154,721001180231503872,2647,656
1155,720785406564900865,3255,820
1156,720775346191278080,2595,722
1157,720415127506415616,4316,1592
1158,720389942216527872,6716,2683
1159,720340705894408192,3006,1037
1160,720059472081784833,4065,1200
1161,720043174954147842,5132,2140
1162,719991154352222208,5058,1861
1163,719704490224398336,4779,1547
1164,719551379208073216,5287,2051
1165,719367763014393856,2923,786
1166,719339463458033665,4617,1335
1167,719332531645071360,3572,1017
1168,718971898235854848,3650,1166
1169,718939241951195136,5480,1875
1170,718631497683582976,19767,8604
1171,718613305783398402,2550,514
1172,718540630683709445,2601,1079
1173,718460005985447936,2819,564
1174,718454725339934721,5088,1604
1175,718246886998687744,2022,532
1176,718234618122661888,4058,1069
1177,717841801130979328,2569,631
1178,717790033953034240,3019,1202
1179,717537687239008257,6017,1964
1180,717428917016076293,1681,484
1181,717421804990701568,3291,899
1182,717047459982213120,6555,2031
1183,717009362452090881,3420,1038
1184,716802964044845056,4471,1254
1185,716791146589110272,6252,1526
1186,716730379797970944,1287,455
1187,716447146686459905,13712,6282
1188,716439118184652801,2474,227
1189,716285507865542656,2907,1157
1190,716080869887381504,7028,2048
1191,715928423106027520,3339,931
1192,715758151270801409,3911,1514
1193,715733265223708672,4888,1799
1194,715704790270025728,2921,605
1195,715696743237730304,4084,1369
1196,715680795826982913,4529,1726
1197,715360349751484417,5718,1678
1198,715342466308784130,3167,726
1199,715220193576927233,2524,696
1200,715200624753819648,5353,2012
1201,715009755312439296,4355,1321
1202,714982300363173890,3927,1106
1203,714962719905021952,7701,4548
1204,714957620017307648,4329,1513
1205,714631576617938945,3420,1070
1206,714606013974974464,3794,987
1207,714485234495041536,2833,1233
1208,714258258790387713,3147,763
1209,714251586676113411,3420,895
1210,714214115368108032,2374,938
1211,714141408463036416,4507,1497
1212,713919462244790272,3429,827
1213,713909862279876608,2005,579
1214,713900603437621249,2965,792
1215,713761197720473600,5110,1468
1216,713411074226274305,4618,1375
1217,713177543487135744,7537,3015
1218,713175907180089344,4666,1556
1219,712809025985978368,19479,7184
1220,712717840512598017,12931,5334
1221,712668654853337088,4351,1295
1222,712438159032893441,5576,1669
1223,712309440758808576,255,25
1224,712097430750289920,3978,1105
1225,712092745624633345,3084,957
1226,712085617388212225,3397,516
1227,712065007010385924,2369,667
1228,711998809858043904,0,134
1229,711968124745228288,8437,2465
1230,711743778164514816,2976,1049
1231,711732680602345472,9312,4393
1232,711694788429553666,34394,19495
1233,711652651650457602,4052,979
1234,711363825979756544,3828,1208
1235,711306686208872448,3467,780
1236,711008018775851008,3136,662
1237,710997087345876993,4765,1486
1238,710844581445812225,2668,736
1239,710833117892898816,2817,575
1240,710658690886586372,2423,603
1241,710609963652087808,5028,2506
1242,710588934686908417,4767,2000
1243,710296729921429505,2484,787
1244,710283270106132480,2235,550
1245,710272297844797440,4740,1343
1246,710269109699739648,2515,1204
1247,710153181850935296,3050,953
1248,710140971284037632,2899,954
1249,710117014656950272,5768,2123
1250,709918798883774466,3126,1140
1251,709901256215666688,706,105
1252,709852847387627521,3670,1275
1253,709566166965075968,3713,1285
1254,709556954897764353,3444,1134
1255,709519240576036864,1557,256
1256,709449600415961088,2331,626
1257,709409458133323776,2739,740
1258,709225125749587968,2518,609
1259,709207347839836162,13227,6227
1260,709198395643068416,2528,684
1261,709179584944730112,2111,719
1262,709158332880297985,2139,449
1263,709042156699303936,4985,1751
1264,708853462201716736,1882,700
1265,708845821941387268,3121,956
1266,708834316713893888,1775,538
1267,708810915978854401,17291,7419
1268,708738143638450176,2874,872
1269,708711088997666817,2673,775
1270,708479650088034305,2673,720
1271,708469915515297792,3235,877
1272,708400866336894977,16796,10804
1273,708356463048204288,3792,1427
1274,708349470027751425,2466,788
1275,708149363256774660,4484,1643
1276,708130923141795840,3553,892
1277,708119489313951744,2812,1044
1278,708109389455101952,2026,578
1279,708026248782585858,4577,2041
1280,707995814724026368,3279,1199
1281,707983188426153984,51,2
1282,707969809498152960,2827,1034
1283,707776935007539200,3441,1010
1284,707741517457260545,2616,653
1285,707738799544082433,4299,2639
1286,707693576495472641,3611,1069
1287,707629649552134146,2706,939
1288,707610948723478529,17800,6852
1289,707420581654872064,2388,739
1290,707411934438625280,2389,638
1291,707387676719185920,3675,1389
1292,707377100785885184,3442,1155
1293,707315916783140866,2599,685
1294,707297311098011648,2899,851
1295,707059547140169728,2704,726
1296,707038192327901184,2302,850
1297,707021089608753152,4268,1463
1298,707014260413456384,2424,639
1299,706904523814649856,15312,8371
1300,706901761596989440,2171,640
1301,706681918348251136,3484,1033
1302,706644897839910912,2707,1169
1303,706593038911545345,2264,670
1304,706538006853918722,3624,1511
1305,706516534877929472,3248,1107
1306,706346369204748288,3617,986
1307,706310011488698368,22480,8530
1308,706291001778950144,1784,499
1309,706265994973601792,2866,982
1310,706169069255446529,4094,2375
1311,706166467411222528,5409,1719
1312,706153300320784384,1564,414
1313,705975130514706432,3254,788
1314,705970349788291072,3294,951
1315,705898680587526145,2493,597
1316,705786532653883392,2049,561
1317,705591895322394625,3324,1229
1318,705475953783398401,3101,988
1319,705442520700944385,4671,1753
1320,705428427625635840,4012,1808
1321,705239209544720384,3144,804
1322,705223444686888960,2706,863
1323,705102439679201280,2256,545
1324,705066031337840642,2281,645
1325,704871453724954624,4482,1186
1326,704859558691414016,2366,582
1327,704847917308362754,5364,1637
1328,704819833553219584,2765,1068
1329,704761120771465216,6964,3101
1330,704499785726889984,3088,1067
1331,704491224099647488,805,88
1332,704480331685040129,3569,1131
1333,704364645503647744,8434,3806
1334,704347321748819968,1669,374
1335,704134088924532736,1588,500
1336,704113298707505153,1953,603
1337,704054845121142784,3063,978
1338,703774238772166656,1938,499
1339,703769065844768768,3459,1213
1340,703631701117943808,2724,739
1341,703611486317502464,4059,1620
1342,703425003149250560,3989,1474
1343,703407252292673536,2574,743
1344,703382836347330562,3684,1217
1345,703356393781329922,2012,414
1346,703268521220972544,2065,584
1347,703079050210877440,7765,3318
1348,703041949650034688,27725,13412
1349,702932127499816960,2723,773
1350,702899151802126337,1690,483
1351,702684942141153280,3375,1154
1352,702671118226825216,2309,601
1353,702598099714314240,10862,3494
1354,702539513671897089,3022,1020
1355,702332542343577600,3363,1666
1356,702321140488925184,3453,1101
1357,702276748847800320,2602,816
1358,702217446468493312,5050,1431
1359,701981390485725185,3621,1061
1360,701952816642965504,4005,1093
1361,701889187134500865,3744,1471
1362,701805642395348998,3612,1817
1363,701601587219795968,2195,489
1364,701570477911896070,2970,1002
1365,701545186879471618,2795,655
1366,701214700881756160,12845,5471
1367,700890391244103680,2334,616
1368,700864154249383937,2721,655
1369,700847567345688576,2554,536
1370,700796979434098688,2563,1027
1371,700747788515020802,24003,10010
1372,700518061187723268,2779,856
1373,700505138482569216,2397,610
1374,700462010979500032,4349,1926
1375,700167517596164096,2783,797
1376,700151421916807169,2355,707
1377,700143752053182464,7921,2942
1378,700062718104104960,2782,743
1379,700029284593901568,2176,626
1380,700002074055016451,3480,1441
1381,699801817392291840,3212,1027
1382,699788877217865730,2358,530
1383,699779630832685056,2919,1328
1384,699775878809702401,2063,647
1385,699691744225525762,10788,4910
1386,699446877801091073,6244,2797
1387,699434518667751424,2280,543
1388,699423671849451520,1445,353
1389,699413908797464576,2174,662
1390,699370870310113280,1978,469
1391,699323444782047232,3325,922
1392,699088579889332224,2354,670
1393,699079609774645248,2578,703
1394,699072405256409088,3160,1266
1395,699060279947165696,3971,1933
1396,699036661657767936,2741,1277
1397,698989035503689728,3551,1053
1398,698953797952008193,2844,968
1399,698907974262222848,2666,664
1400,698710712454139905,2602,728
1401,698703483621523456,1522,406
1402,698635131305795584,1347,364
1403,698549713696649216,2437,661
1404,698355670425473025,1966,484
1405,698342080612007937,2380,1011
1406,698262614669991936,4996,2146
1407,698195409219559425,17607,6373
1408,698178924120031232,2946,790
1409,697995514407682048,1606,358
1410,697990423684476929,3459,1386
1411,697943111201378304,2522,736
1412,697881462549430272,3170,1273
1413,697630435728322560,1840,575
1414,697616773278015490,3331,1084
1415,697596423848730625,3191,1350
1416,697575480820686848,2148,538
1417,697516214579523584,2183,1212
1418,697482927769255936,2547,721
1419,697463031882764288,3586,1475
1420,697270446429966336,4918,1988
1421,697259378236399616,3454,1067
1422,697255105972801536,3174,1239
1423,697242256848379904,2642,710
1424,696900204696625153,3354,1096
1425,696894894812565505,2460,724
1426,696886256886657024,5087,1919
1427,696877980375769088,2561,761
1428,696754882863349760,1550,381
1429,696744641916489729,2171,1006
1430,696713835009417216,2499,690
1431,696518437233913856,4092,1816
1432,696490539101908992,1280,156
1433,696488710901260288,2666,1107
1434,696405997980676096,3384,1217
1435,696100768806522880,2033,713
1436,695816827381944320,3160,1247
1437,695794761660297217,3354,840
1438,695767669421768709,1967,798
1439,695629776980148225,4803,2244
1440,695446424020918272,4591,1940
1441,695409464418041856,9083,3819
1442,695314793360662529,3827,1575
1443,695095422348574720,2784,658
1444,695074328191332352,2990,1182
1445,695064344191721472,1692,641
1446,695051054296211456,2805,840
1447,694925794720792577,2829,976
1448,694905863685980160,2899,1001
1449,694669722378485760,37568,15469
1450,694356675654983680,1584,311
1451,694352839993344000,2144,665
1452,694342028726001664,1656,523
1453,694329668942569472,2111,537
1454,694206574471057408,4404,2171
1455,694183373896572928,3096,995
1456,694001791655137281,3570,1105
1457,693993230313091072,1964,433
1458,693942351086120961,1820,395
1459,693647888581312512,2839,635
1460,693644216740769793,1414,135
1461,693642232151285760,2664,445
1462,693629975228977152,2581,854
1463,693622659251335168,1625,397
1464,693590843962331137,5329,2113
1465,693582294167244802,1725,273
1466,693486665285931008,1872,674
1467,693280720173801472,3539,1325
1468,693267061318012928,2517,876
1469,693262851218264065,2347,535
1470,693231807727280129,3010,786
1471,693155686491000832,8293,3419
1472,693109034023534592,1809,658
1473,693095443459342336,1972,495
1474,692919143163629568,2813,799
1475,692905862751522816,2563,940
1476,692901601640583168,1882,649
1477,692894228850999298,2398,866
1478,692828166163931137,3027,943
1479,692752401762250755,7181,3883
1480,692568918515392513,4565,1646
1481,692535307825213440,3366,1452
1482,692530551048294401,1939,449
1483,692423280028966913,1554,245
1484,692417313023332352,9813,3714
1485,692187005137076224,2654,876
1486,692158366030913536,2263,849
1487,692142790915014657,1725,421
1488,692041934689402880,3575,1362
1489,692017291282812928,3015,1019
1490,691820333922455552,4159,1773
1491,691793053716221953,8534,4494
1492,691756958957883396,3042,1094
1493,691675652215414786,2048,544
1494,691483041324204033,2497,606
1495,691459709405118465,4277,1234
1496,691444869282295808,2791,908
1497,691416866452082688,20344,8187
1498,691321916024623104,2704,707
1499,691096613310316544,3117,952
1500,691090071332753408,1797,359
1501,690989312272396288,6220,3077
1502,690959652130045952,3776,1344
1503,690938899477221376,4353,2133
1504,690932576555528194,3459,1094
1505,690735892932222976,3983,1371
1506,690728923253055490,2288,553
1507,690690673629138944,2450,855
1508,690649993829576704,1375,300
1509,690607260360429569,305,17
1510,690597161306841088,2068,646
1511,690400367696297985,1972,485
1512,690374419777196032,3434,922
1513,690360449368465409,2779,955
1514,690348396616552449,1584,549
1515,690248561355657216,1772,438
1516,690021994562220032,2940,1107
1517,690015576308211712,2651,792
1518,690005060500217858,3859,1806
1519,689999384604450816,1500,400
1520,689993469801164801,1543,488
1521,689977555533848577,1442,478
1522,689905486972461056,2562,742
1523,689877686181715968,3186,1267
1524,689835978131935233,2273,808
1525,689661964914655233,3363,997
1526,689659372465688576,10904,4155
1527,689623661272240129,2351,691
1528,689599056876867584,12236,5922
1529,689557536375177216,2160,493
1530,689517482558820352,3568,1530
1531,689289219123089408,2370,1000
1532,689283819090870273,3457,1184
1533,689280876073582592,2100,770
1534,689275259254616065,1215,263
1535,689255633275777024,2690,1162
1536,689154315265683456,3229,1074
1537,689143371370250240,2130,552
1538,688916208532455424,2872,933
1539,688908934925697024,2227,826
1540,688898160958271489,2216,844
1541,688894073864884227,2350,742
1542,688828561667567616,1459,398
1543,688804835492233216,1009,209
1544,688789766343622656,2337,714
1545,688547210804498433,2748,756
1546,688519176466644993,2435,788
1547,688385280030670848,9772,4773
1548,688211956440801280,2346,895
1549,688179443353796608,2224,629
1550,688116655151435777,2974,839
1551,688064179421470721,1817,386
1552,687841446767013888,5761,2706
1553,687826841265172480,2880,1208
1554,687818504314159109,2633,1015
1555,687807801670897665,2518,753
1556,687732144991551489,1852,700
1557,687704180304273409,2567,896
1558,687664829264453632,2041,548
1559,687494652870668288,2014,614
1560,687480748861947905,1683,261
1561,687476254459715584,2078,572
1562,687460506001633280,2157,584
1563,687399393394311168,1996,675
1564,687317306314240000,21154,9801
1565,687312378585812992,4589,2032
1566,687127927494963200,5756,2456
1567,687124485711986689,2279,543
1568,687109925361856513,6115,2637
1569,687102708889812993,2466,1063
1570,687096057537363968,2363,650
1571,686947101016735744,9064,3406
1572,686760001961103360,3703,1476
1573,686749460672679938,3656,1563
1574,686730991906516992,4376,1286
1575,686683045143953408,2958,860
1576,686618349602762752,3887,1456
1577,686606069955735556,1997,583
1578,686394059078897668,1839,728
1579,686386521809772549,3431,941
1580,686377065986265092,2340,601
1581,686358356425093120,2316,728
1582,686286779679375361,4220,1785
1583,686050296934563840,2327,781
1584,686035780142297088,1214,129
1585,686034024800862208,3285,1247
1586,686007916130873345,2610,450
1587,686003207160610816,1918,678
1588,685973236358713344,2222,563
1589,685943807276412928,1716,644
1590,685906723014619143,7924,3125
1591,685681090388975616,2139,137
1592,685667379192414208,2463,615
1593,685663452032069632,3424,1570
1594,685641971164143616,3087,834
1595,685547936038666240,34709,16821
1596,685532292383666176,3200,1234
1597,685325112850124800,9987,4277
1598,685321586178670592,2784,687
1599,685315239903100929,3526,1157
1600,685307451701334016,2173,472
1601,685268753634967552,3256,1296
1602,685198997565345792,2457,715
1603,685169283572338688,4315,1525
1604,684969860808454144,2490,408
1605,684959798585110529,7177,3362
1606,684940049151070208,3384,1119
1607,684926975086034944,3685,502
1608,684914660081053696,3691,1567
1609,684902183876321280,1979,569
1610,684880619965411328,2209,879
1611,684830982659280897,36905,23181
1612,684800227459624960,2854,1069
1613,684594889858887680,9415,3798
1614,684588130326986752,4334,1504
1615,684567543613382656,3167,1323
1616,684538444857667585,2792,1028
1617,684481074559381504,4072,1253
1618,684460069371654144,2081,595
1619,684241637099323392,8576,3550
1620,684225744407494656,1304,229
1621,684222868335505415,4048,1477
1622,684200372118904832,2276,1108
1623,684195085588783105,2017,559
1624,684188786104872960,3663,1257
1625,684177701129875456,2123,724
1626,684147889187209216,3138,1606
1627,684122891630342144,2097,511
1628,684097758874210310,4327,1545
1629,683857920510050305,4000,1199
1630,683852578183077888,2031,377
1631,683849932751646720,2759,1052
1632,683834909291606017,2763,1192
1633,683828599284170753,2943,1137
1634,683773439333797890,3523,1456
1635,683742671509258241,6846,3570
1636,683515932363329536,7755,3122
1637,683498322573824003,3340,1030
1638,683481228088049664,2776,1067
1639,683462770029932544,2558,716
1640,683449695444799489,4105,1726
1641,683391852557561860,8014,2568
1642,683357973142474752,3088,1005
1643,683142553609318400,3033,1113
1644,683111407806746624,3575,977
1645,683098815881154561,2279,707
1646,683078886620553216,2087,601
1647,683030066213818368,2265,785
1648,682962037429899265,38886,17919
1649,682808988178739200,1866,193
1650,682788441537560576,2601,1199
1651,682750546109968385,1603,468
1652,682697186228989953,1378,386
1653,682662431982772225,3204,1162
1654,682638830361513985,2164,646
1655,682429480204398592,3613,1250
1656,682406705142087680,7985,1890
1657,682393905736888321,2355,733
1658,682389078323662849,1757,503
1659,682303737705140231,3242,1072
1660,682259524040966145,4392,1303
1661,682242692827447297,3425,1271
1662,682088079302213632,19256,10626
1663,682059653698686977,5227,1817
1664,682047327939461121,3381,1036
1665,682032003584274432,6925,2156
1666,682003177596559360,3308,1643
1667,681981167097122816,2929,1105
1668,681891461017812993,2597,887
1669,681694085539872773,13437,4346
1670,681679526984871937,1853,482
1671,681654059175129088,2784,996
1672,681610798867845120,2010,508
1673,681579835668455424,3724,1400
1674,681523177663676416,15056,6243
1675,681340665377193984,1727,299
1676,681339448655802368,9769,4357
1677,681320187870711809,2792,811
1678,681302363064414209,4145,1962
1679,681297372102656000,3364,1028
1680,681281657291280384,3389,1181
1681,681261549936340994,1531,295
1682,681242418453299201,1576,580
1683,681231109724700672,2519,519
1684,681193455364796417,3902,1603
1685,680970795137544192,2553,715
1686,680959110691590145,4791,2139
1687,680940246314430465,3384,1132
1688,680934982542561280,2187,472
1689,680913438424612864,2512,663
1690,680889648562991104,1854,394
1691,680836378243002368,3635,1429
1692,680805554198020098,2274,711
1693,680801747103793152,2489,888
1694,680798457301471234,2998,1120
1695,680609293079592961,2769,768
1696,680583894916304897,3807,1445
1697,680497766108381184,4445,2053
1698,680494726643068929,1800,518
1699,680473011644985345,2675,801
1700,680440374763077632,1525,544
1701,680221482581123072,1523,309
1702,680206703334408192,2984,1260
1703,680191257256136705,2254,540
1704,680176173301628928,4104,1683
1705,680161097740095489,2436,788
1706,680145970311643136,3803,1871
1707,680130881361686529,2404,1018
1708,680115823365742593,2848,972
1709,680100725817409536,3755,1465
1710,680085611152338944,13442,9559
1711,680070545539371008,2704,938
1712,680055455951884288,17546,7620
1713,679877062409191424,2068,691
1714,679872969355714560,2285,713
1715,679862121895714818,2577,668
1716,679854723806179328,3011,1321
1717,679844490799091713,2490,821
1718,679828447187857408,38055,15049
1719,679777920601223168,3229,1196
1720,679736210798047232,2191,851
1721,679729593985699840,2271,880
1722,679722016581222400,1738,501
1723,679530280114372609,4995,2219
1724,679527802031484928,2777,774
1725,679511351870550016,3534,1364
1726,679503373272485890,3309,1588
1727,679475951516934144,2199,686
1728,679462823135686656,33278,20171
1729,679405845277462528,2494,1287
1730,679158373988876288,22519,8680
1731,679148763231985668,2901,1102
1732,679132435750195208,3108,1237
1733,679111216690831360,6234,2734
1734,679062614270468097,17883,8782
1735,679047485189439488,2357,729
1736,679001094530465792,2959,1319
1737,678991772295516161,2440,1257
1738,678969228704284672,1717,495
1739,678800283649069056,2695,963
1740,678798276842360832,3647,1272
1741,678774928607469569,2928,985
1742,678767140346941444,3699,1464
1743,678764513869611008,1712,508
1744,678755239630127104,7475,3534
1745,678740035362037760,3933,1814
1746,678708137298427904,5821,2598
1747,678675843183484930,3009,1582
1748,678643457146150913,2148,454
1749,678446151570427904,4183,1671
1750,678424312106393600,5656,2709
1751,678410210315247616,4430,1949
1752,678399652199309312,82501,33909
1753,678396796259975168,1660,449
1754,678389028614488064,1955,450
1755,678380236862578688,2551,967
1756,678341075375947776,1802,573
1757,678334497360859136,1359,279
1758,678278586130948096,11985,6482
1759,678255464182861824,1652,397
1760,678023323247357953,2009,410
1761,678021115718029313,14375,6784
1762,677961670166224897,3570,1790
1763,677918531514703872,1406,436
1764,677895101218201600,5045,2243
1765,677716515794329600,3183,1030
1766,677700003327029250,3543,1536
1767,677698403548192770,1278,339
1768,677687604918272002,2585,897
1769,677673981332312066,3487,1597
1770,677662372920729601,2032,1040
1771,677644091929329666,1957,847
1772,677573743309385728,2234,769
1773,677565715327688705,1349,484
1774,677557565589463040,2542,1238
1775,677547928504967168,7221,3868
1776,677530072887205888,1119,240
1777,677335745548390400,3166,1905
1778,677334615166730240,1417,314
1779,677331501395156992,1136,251
1780,677328882937298944,3782,1587
1781,677314812125323265,1716,569
1782,677301033169788928,1293,435
1783,677269281705472000,2078,749
1784,677228873407442944,3691,1741
1785,677187300187611136,2844,981
1786,676975532580409345,2890,1136
1787,676957860086095872,2299,857
1788,676949632774234114,1355,422
1789,676948236477857792,2264,924
1790,676946864479084545,1773,400
1791,676942428000112642,2157,807
1792,676936541936185344,13204,5207
1793,676916996760600576,3083,1910
1794,676897532954456065,2345,764
1795,676864501615042560,2188,753
1796,676821958043033607,23965,16570
1797,676819651066732545,1869,704
1798,676811746707918848,1471,448
1799,676776431406465024,5187,2123
1800,676617503762681856,3016,1043
1801,676613908052996102,1135,207
1802,676606785097199616,1956,465
1803,676603393314578432,1215,411
1804,676593408224403456,4751,2283
1805,676590572941893632,947,135
1806,676588346097852417,2427,846
1807,676582956622721024,1255,296
1808,676575501977128964,2694,1187
1809,676533798876651520,1952,593
1810,676496375194980353,1577,567
1811,676470639084101634,12048,4938
1812,676440007570247681,1785,703
1813,676430933382295552,1453,364
1814,676263575653122048,2156,580
1815,676237365392908289,1269,309
1816,676219687039057920,77660,32778
1817,676215927814406144,1801,620
1818,676191832485810177,2367,1083
1819,676146341966438401,1988,705
1820,676121918416756736,2224,1223
1821,676101918813499392,2914,1224
1822,676098748976615425,3120,1519
1823,676089483918516224,1366,452
1824,675898130735476737,1700,604
1825,675891555769696257,2212,920
1826,675888385639251968,2462,1015
1827,675878199931371520,4329,1473
1828,675870721063669760,1701,601
1829,675853064436391936,2784,1368
1830,675849018447167488,979,157
1831,675845657354215424,2367,935
1832,675822767435051008,1581,562
1833,675820929667219457,1088,242
1834,675798442703122432,10607,3572
1835,675781562965868544,1677,499
1836,675740360753160193,1209,365
1837,675710890956750848,1956,868
1838,675707330206547968,2055,734
1839,675706639471788032,668,103
1840,675534494439489536,1879,439
1841,675531475945709568,1221,404
1842,675522403582218240,1074,300
1843,675517828909424640,1351,481
1844,675501075957489664,17693,6116
1845,675497103322386432,3247,1363
1846,675489971617296384,1345,625
1847,675483430902214656,1909,1020
1848,675432746517426176,1575,597
1849,675372240448454658,1750,531
