,tweet_id,favorites,retweet_count
295,836380477523124226,15484,3186
296,836260088725786625,22376,4624
297,836001077879255040,20115,4626
298,835685285446955009,0,8792
299,835574547218894849,18729,3906
300,835536468978302976,0,1838
301,835309094223372289,0,22665
302,835297930240217089,17283,3229
303,835264098648616962,8159,1838
304,835246439529840640,2199,78
305,835172783151792128,27527,6190
306,835152434251116546,23649,3253
307,834931633769889797,11416,1783
308,834786237630337024,22289,5910
309,834574053763584002,14427,2739
310,834477809192075265,0,11522
311,834458053273591808,10139,1810
312,834209720923721728,21722,5167
313,834167344700198914,16610,3927
314,834089966724603904,10582,2290
315,834086379323871233,13773,2398
316,833863086058651648,14133,2598
317,833826103416520705,18948,4038
318,833732339549220864,0,233
319,833722901757046785,21826,3469
320,833479644947025920,15674,2231
321,833124694597443584,21287,5237
322,832998151111966721,14030,2395
323,832769181346996225,0,40
324,832757312314028032,17751,3921
325,832682457690300417,12532,3173
326,832645525019123713,3083,563
327,832636094638288896,16747,3030
328,832397543355072512,12603,2404
329,832369877331693569,18111,3448
330,832273440279240704,11939,2524
331,832215909146226688,0,6698
332,832215726631055365,0,10159
333,832088576586297345,70,2
334,832040443403784192,0,10519
335,832032802820481025,18830,5026
336,831939777352105988,25348,6640
337,831926988323639298,361,35
338,831911600680497154,29220,7057
339,831670449226514432,11033,1962
340,831650051525054464,7584,2104
341,831552930092285952,9514,2485
342,831322785565769729,9715,1652
343,831315979191906304,6900,1210
344,831309418084069378,12395,2641
345,831262627380748289,12586,2224
346,830956169170665475,8427,1621
347,830583320585068544,70745,18247
348,830173239259324417,0,6186
349,830097400375152640,10384,3259
350,829878982036299777,0,5439
351,829861396166877184,12928,2123
352,829501995190984704,33581,11522
353,829449946868879360,11073,2204
354,829374341691346946,36619,10119
355,829141528400556032,25933,8048
356,829011960981237760,56101,17611
357,828801551087042563,0,3692
358,828770345708580865,27072,6368
359,828708714936930305,38765,12199
360,828650029636317184,10058,1463
361,828409743546925057,6662,1248
362,828408677031882754,8100,1394
363,828381636999917570,13377,2416
364,828376505180889089,7818,1153
365,828372645993398273,13271,3197
366,828361771580813312,2322,184
367,828046555563323392,12455,3108
368,828011680017821696,10984,2335
369,827933404142436356,21343,5679
370,827653905312006145,16340,3267
371,827600520311402496,7847,1030
372,827324948884643840,16814,3333
373,827199976799354881,11207,2439
374,826958653328592898,22877,5439
375,826848821049180160,38673,11120
376,826615380357632002,0,4299
377,826598799820865537,5427,277
378,826598365270007810,10694,2555
379,826476773533745153,19543,4562
380,826240494070030336,14085,2814
381,826204788643753985,5179,1015
382,826115272272650244,16627,3416
383,825876512159186944,11106,2034
384,825829644528148480,13521,2710
385,825535076884762624,55285,18723
386,825147591692263424,19429,4986
387,825120256414846976,0,1396
388,825026590719483904,6741,1396
389,824796380199809024,0,5989
390,824775126675836928,15909,3839
391,824663926340194305,10698,1892
392,824325613288833024,12513,11314
393,824297048279236611,15994,4216
394,824025158776213504,5074,645
395,823939628516474880,11315,2957
396,823719002937630720,0,12249
397,823699002998870016,13372,2640
398,823581115634085888,13856,2883
399,823333489516937216,741,28
400,823322678127919110,16735,4384
401,823269594223824897,0,10752
402,822975315408461824,18387,3754
403,822872901745569793,140814,47876
404,822859134160621569,14063,2493
405,822647212903690241,0,7004
406,822610361945911296,15711,3239
407,822489057087389700,19324,7004
408,822462944365645825,30321,16013
409,822244816520155136,37270,10752
410,822163064745328640,0,5255
411,821886076407029760,12092,2558
412,821813639212650496,0,3650
413,821765923262631936,8969,1819
414,821522889702862852,8540,1934
415,821421320206483457,0,6120
416,821407182352777218,12547,4755
417,821153421864615936,270,10
418,821149554670182400,9288,2199
419,821107785811234820,10216,2327
420,821044531881721856,13500,2505
421,820837357901512704,0,7329
422,820749716845686786,33615,10842
423,820690176645140481,13004,3531
424,820494788566847489,0,620
425,820446719150292993,0,2828
426,820314633777061888,3551,620
427,820078625395449857,21136,6880
428,820013781606658049,0,1298
429,819952236453363712,5669,1298
430,819924195358416896,13716,5296
431,819711362133872643,14361,3434
432,819588359383371776,10198,2153
433,819347104292290561,7702,1323
434,819238181065359361,2431,442
435,819227688460238848,24624,7329
436,819015337530290176,0,40173
437,819015331746349057,0,20714
438,819006400881917954,48162,20714
439,819004803107983360,92181,40173
440,818646164899774465,0,22850
441,818627210458333184,23675,8152
442,818614493328580609,10533,2831
443,818588835076603904,0,6729
444,818536468981415936,11648,2715
445,818307523543449600,0,8899
446,818259473185828864,11777,2509
447,818145370475810820,13114,2843
448,817908911860748288,5165,866
449,817827839487737858,55387,29757
450,817777686764523521,11423,2930
451,817536400337801217,12607,3326
452,817502432452313088,0,3714
453,817423860136083457,36547,16406
454,817415592588222464,5992,1056
455,817181837579653120,0,9327
456,817171292965273600,9317,2204
457,817120970343411712,13002,2877
458,817056546584727552,9157,1816
459,816829038950027264,0,5178
460,816816676327063552,10685,2233
461,816697700272001025,10476,2427
462,816450570814898180,32676,8899
463,816336735214911488,9186,2146
464,816091915477250048,9536,2365
465,816062466425819140,0,1142
466,816014286006976512,0,5833
467,815990720817401858,5338,1142
468,815966073409433600,23994,9327
469,815745968457060357,0,4546
470,815736392542261248,10524,2498
471,815639385530101762,8786,1807
472,815390420867969024,11076,4180
473,814986499976527872,8166,1422
474,814638523311648768,12057,2972
475,814578408554463233,0,6373
476,814530161257443328,9273,2035
477,814153002265309185,30788,9547
478,813944609378369540,0,3511
479,813910438903693312,9944,2067
480,813812741911748608,38895,15386
481,813800681631023104,8929,1929
482,813217897535406080,19997,8019
483,813202720496779264,9827,1974
484,813187593374461952,21232,4801
485,813172488309972993,9985,2102
486,813157409116065792,8301,2440
487,813142292504645637,9015,2594
488,813130366689148928,4781,488
489,813127251579564032,12691,3440
490,813112105746448384,11054,3028
491,813096984823349248,11266,3965
492,813081950185472002,10564,3045
493,813066809284972545,8522,2142
494,813051746834595840,22453,8061
495,812781120811126785,8112,2100
496,812747805718642688,0,7620
497,812709060537683968,7101,1571
498,812503143955202048,6508,1347
499,812466873996607488,8562,2117
500,812372279581671427,14682,4029
501,811985624773361665,7782,1546
502,811744202451197953,8086,1772
503,811647686436880384,5979,817
504,811627233043480576,13701,3442
505,811386762094317568,22394,7033
506,810984652412424192,5716,1578
507,810896069567610880,9697,1968
508,810657578271330305,11751,2912
509,810284430598270976,37986,12555
510,810254108431155201,15746,3692
511,809920764300447744,16608,4299
512,809808892968534016,0,5398
513,809448704142938112,7426,1616
514,809220051211603969,21373,6186
515,809084759137812480,14177,3857
516,808838249661788160,10836,3348
517,808733504066486276,8484,2390
518,808501579447930884,12102,2865
519,808344865868283904,45574,22850
520,808134635716833280,0,6555
521,808106460588765185,9349,2415
522,808001312164028416,13488,3893
523,807621403335917568,15628,4055
524,807106840509214720,127397,61169
525,807059379405148160,0,8080
526,807010152071229440,13990,4212
527,806629075125202948,80607,38377
528,806620845233815552,0,6082
529,806576416489959424,5198,2115
530,806542213899489280,10962,2608
531,806242860592926720,0,12872
532,806219024703037440,6891,1317
533,805958939288408065,0,5923
534,805932879469572096,8877,2107
535,805826884734976000,7068,2016
536,805823200554876929,0,8860
537,805520635690676224,6149,1816
538,805487436403003392,9409,2793
539,805207613751304193,8373,1879
540,804738756058218496,14739,4242
541,804475857670639616,6597,2215
542,804413760345620481,0,3550
543,804026241225523202,47907,17868
544,803773340896923648,10781,3052
545,803692223237865472,0,8187
546,803638050916102144,11790,4558
547,803380650405482500,8317,2047
548,803321560782307329,0,5863
549,803276597545603072,10762,2723
550,802952499103731712,9696,2214
551,802624713319034886,0,3227
552,802600418706604034,7644,1625
553,802572683846291456,9596,2755
554,802323869084381190,17457,6435
555,802265048156610565,7086,1503
556,802239329049477120,9751,2870
557,802185808107208704,0,293
558,801958328846974976,8285,1884
559,801854953262350336,1886,258
560,801538201127157760,8813,2269
561,801285448605831168,6509,919
562,801167903437357056,26330,6555
563,801127390143516673,0,4384
564,801115127852503040,8685,2306
565,800859414831898624,742,107
566,800855607700029440,0,1797
567,800751577355128832,11278,3059
568,800513324630806528,14117,3316
569,800459316964663297,10163,2387
570,800443802682937345,0,4760
571,800388270626521089,11976,3096
572,800188575492947969,0,4346
573,800141422401830912,16437,2828
574,800018252395122689,30507,14523
575,799774291445383169,0,5167
576,799757965289017345,9034,2389
577,799422933579902976,8647,2111
578,799308762079035393,0,6099
579,799297110730567681,10655,3060
580,799063482566066176,8700,2722
581,798933969379225600,14150,4944
582,798925684722855936,7995,1586
583,798705661114773508,0,7283
584,798701998996647937,0,8604
585,798697898615730177,0,7184
586,798694562394996736,0,5471
587,798686750113755136,0,2568
588,798682547630837760,0,5207
589,798673117451325440,0,6116
590,798665375516884993,0,4287
591,798644042770751489,0,2039
592,798628517273620480,0,2166
593,798585098161549313,0,6291
594,798576900688019456,0,6470
595,798340744599797760,0,3710
596,798209839306514432,11152,2828
597,797971864723324932,12517,3461
598,797545162159308800,15585,5360
599,797236660651966464,21477,7316
600,797165961484890113,248,29
601,796904159865868288,0,9801
602,796865951799083009,8252,2100
603,796759840936919040,12768,3370
604,796563435802726400,0,8050
605,796484825502875648,8151,1946
606,796387464403357696,11831,4596
607,796177847564038144,0,15797
608,796149749086875649,34788,15797
609,796125600683540480,5307,1967
610,796116448414461957,9776,2672
611,796080075804475393,9092,2565
612,796031486298386433,11608,4064
613,795464331001561088,53555,26286
614,795400264262053889,10863,3164
615,795076730285391872,17447,5989
616,794983741416415232,0,3715
617,794926597468000259,11055,2551
618,794355576146903043,0,11348
619,794332329137291264,10288,2921
620,794205286408003585,9879,3650
621,793962221541933056,18094,5398
622,793845145112371200,9889,2067
623,793614319594401792,0,3438
624,793601777308463104,8566,1806
625,793500921481273345,11499,2623
626,793286476301799424,26467,10159
627,793271401113350145,9296,2611
628,793256262322548741,21492,9191
629,793241302385262592,11304,3613
630,793226087023144960,10585,3155
631,793210959003287553,9613,3107
632,793195938047070209,16420,6200
633,793180763617361921,7439,2193
634,793165685325201412,10116,3070
635,793150605191548928,6629,1882
636,793135492858580992,6956,2756
637,793120401413079041,13649,4314
638,792913359805018113,15414,4431
639,792883833364439040,12166,4714
640,792773781206999040,7892,1855
641,792394556390137856,14468,4728
642,792050063153438720,7720,1982
643,791821351946420224,0,23181
644,791784077045166082,0,10626
645,791780927877898241,0,4196
646,791774931465953280,48535,24479
647,791672322847637504,12631,3438
648,791406955684368384,14099,4546
649,791312159183634433,9445,2806
650,791026214425268224,0,4539
651,790987426131050500,10633,2359
652,790946055508652032,17852,5178
653,790723298204217344,0,2555
654,790698755171364864,8800,2102
655,790581949425475584,22212,7916
656,790337589677002753,8407,2059
657,790277117346975746,13470,3511
658,790227638568808452,0,3935
659,789986466051088384,9939,2555
660,789960241177853952,0,4568
661,789903600034189313,11165,4545
662,789628658055020548,8080,1966
663,789599242079838210,7267,2134
664,789530877013393408,12645,3715
665,789314372632018944,9251,2537
666,789280767834746880,0,5454
667,789268448748703744,9789,2835
668,789137962068021249,10428,3078
669,788908386943430656,29433,13635
670,788765914992902144,29460,11348
671,788552643979468800,0,7933
672,788412144018661376,16754,5843
673,788178268662984705,7770,2333
674,788150585577050112,6611,1434
675,788070120937619456,0,3768
676,788039637453406209,6594,1456
677,787810552592695296,9315,3359
678,787717603741622272,10973,3065
679,787397959788929025,11645,3120
680,787322443945877504,8366,1918
681,787111942498508800,0,7387
682,786963064373534720,28543,8792
683,786729988674449408,0,2658
684,786709082849828864,19507,6697
685,786664955043049472,11442,2822
686,786595970293370880,10099,3403
687,786363235746385920,11698,3858
688,786286427768250368,8560,3148
689,786233965241827333,16423,5254
690,786051337297522688,1546,169
691,786036967502913536,0,7772
692,785927819176054784,12184,3475
693,785872687017132033,7170,2007
694,785639753186217984,8378,2437
695,785533386513321988,9764,2205
696,785515384317313025,6536,1382
697,785264754247995392,7787,1798
698,785170936622350336,12982,5343
699,784826020293709826,10871,3550
700,784517518371221505,9617,2784
701,784431430411685888,6102,1408
702,784183165795655680,21565,8860
703,784057939640352768,32045,12249
704,783839966405230592,32208,11874
705,783821107061198850,7883,2153
706,783695101801398276,11193,3541
707,783466772167098368,9049,2476
708,783391753726550016,18061,6052
709,783347506784731136,0,6150
710,783334639985389568,31327,12872
711,783085703974514689,8715,2441
712,782969140009107456,25822,8080
713,782747134529531904,7997,1532
714,782722598790725632,18495,5923
715,782598640137187329,8319,2056
716,782305867769217024,17850,6120
717,782021823840026624,0,6852
718,781955203444699136,11891,3687
719,781661882474196992,11180,2973
720,781655249211752448,4285,1234
721,781524693396357120,22225,6082
722,781308096455073793,7632,2790
723,781251288990355457,9031,2303
724,781163403222056960,10449,2997
725,780931614150983680,23162,8050
726,780858289093574656,7699,2189
727,780800785462489090,5900,1424
728,780601303617732608,12925,3650
729,780543529827336192,6750,1903
730,780496263422808064,0,4072
731,780476555013349377,0,128
732,780459368902959104,5655,1175
733,780192070812196864,9312,2452
734,780092040432480260,0,2523
735,780074436359819264,13098,5474
736,779834332596887552,20328,7772
737,779377524342161408,9435,3407
738,779124354206535695,0,20171
739,779123168116150273,12626,3985
740,779056095788752897,15827,4956
741,778990705243029504,21422,7973
742,778774459159379968,0,10917
743,778764940568104960,916,402
744,778748913645780993,7379,1460
745,778650543019483137,6177,1632
746,778624900596654080,4975,1111
747,778408200802557953,14598,4763
748,778396591732486144,0,13412
749,778383385161035776,6237,1208
750,778286810187399168,11111,3622
751,778039087836069888,9062,2888
752,778027034220126208,7003,1776
753,777953400541634568,0,3858
754,777885040357281792,6799,1798
755,777684233540206592,11997,3227
756,777641927919427584,0,4650
757,777621514455814149,9377,2729
758,777189768882946048,15308,4741
759,776819012571455488,0,15049
760,776813020089548800,5213,1324
761,776477788987613185,9452,3065
762,776249906839351296,0,10010
763,776218204058357768,32058,17462
764,776201521193218049,10246,2759
765,776113305656188928,12549,4760
766,776088319444877312,1960,166
767,775898661951791106,0,17959
768,775842724423557120,12513,2927
769,775733305207554048,14788,4384
770,775729183532220416,13802,4988
771,775364825476165632,7933,3250
772,775350846108426240,10837,4270
773,775085132600442880,16588,5167
774,774757898236878852,9119,1933
775,774639387460112384,7175,1900
776,774314403806253056,23225,6099
777,773985732834758656,11458,4235
778,773922284943896577,6825,1890
779,773704687002451968,7044,1783
780,773670353721753600,5676,1416
781,773547596996571136,23540,6729
782,773336787167145985,0,5559
783,773308824254029826,24778,8158
784,773247561583001600,10054,3501
785,773191612633579521,10648,4487
786,772877495989305348,9147,4225
787,772826264096874500,8510,2539
788,772615324260794368,0,3681
789,772581559778025472,6901,1844
790,772193107915964416,6404,1508
791,772152991789019136,4029,1223
792,772117678702071809,3999,801
793,772114945936949249,2890,516
794,772102971039580160,4271,1009
795,771908950375665664,7012,2065
796,771770456517009408,12789,3710
797,771500966810099713,8820,2863
798,771380798096281600,11217,5559
799,771171053431250945,0,8247
800,771136648247640064,9800,3196
801,771102124360998913,6642,1562
802,771014301343748096,7324,1803
803,771004394259247104,0,240
804,770787852854652928,5283,1329
805,770772759874076672,5537,1540
806,770655142660169732,7804,1895
807,770414278348247044,6708,2244
808,770293558247038976,6652,1625
809,770093767776997377,0,3312
810,770069151037685760,8077,2508
811,769940425801170949,33518,10519
812,769695466921623552,6807,1804
813,769335591808995329,0,8371
814,769212283578875904,5746,1868
815,768970937022709760,15346,7124
816,768909767477751808,0,2942
817,768855141948723200,4462,968
818,768609597686943744,4380,1321
819,768596291618299904,5345,1388
820,768554158521745409,0,6341
821,768473857036525572,14529,3726
822,768193404517830656,11617,3858
823,767884188863397888,5063,1528
824,767754930266464257,17077,5863
825,767500508068192258,7967,2539
826,767191397493538821,13072,4147
827,767122157629476866,10786,3106
828,766864461642756096,0,6155
829,766793450729734144,5403,1475
830,766714921925144576,2769,421
831,766693177336135680,4299,862
832,766423258543644672,6409,1736
833,766313316352462849,7213,2045
834,766078092750233600,0,2829
835,766069199026450432,4548,937
836,766008592277377025,3982,537
837,765719909049503744,7714,2340
838,765669560888528897,5531,1324
839,765395769549590528,28087,3690
840,765371061932261376,7551,2347
841,765222098633691136,12359,3681
842,764857477905154048,6836,1925
843,764259802650378240,6438,1651
844,763956972077010945,787,59
845,763837565564780549,13412,4539
846,763183847194451968,5749,1602
847,763167063695355904,0,3280
848,763103485927849985,7825,2480
849,762699858130116608,12944,3935
850,762471784394268675,11998,7036
851,762464539388485633,10979,4568
852,762316489655476224,5122,1226
853,762035686371364864,34037,16945
854,761976711479193600,5744,2196
855,761750502866649088,0,4277
856,761745352076779520,4523,935
857,761672994376806400,52669,31526
858,761599872357261312,4387,1276
859,761371037149827077,0,19495
860,761334018830917632,5536,1574
861,761292947749015552,4746,1192
862,761227390836215808,5650,1691
863,761004547850530816,12023,3768
864,760893934457552897,4057,1056
865,760656994973933572,7021,2094
866,760641137271070720,5263,1404
867,760539183865880579,8048,3941
868,760521673607086080,4485,1517
869,760290219849637889,28476,12466
870,760252756032651264,4186,938
871,760190180481531904,6058,1963
872,760153949710192640,0,34
873,759943073749200896,6304,2269
874,759923798737051648,15603,6155
875,759846353224826880,7137,2149
876,759793422261743616,6324,2062
877,759566828574212096,0,22910
878,759557299618865152,4995,1271
879,759447681597108224,9007,2658
880,759446261539934208,1774,526
881,759197388317847553,6432,2113
882,759159934323924993,0,1262
883,759099523532779520,15438,4526
884,759047813560868866,6916,2189
885,758854675097526272,3769,968
886,758828659922702336,11868,4157
887,758740312047005698,6074,1739
888,758474966123810816,4059,1077
889,758467244762497024,5100,2418
890,758405701903519748,5515,2091
891,758355060040593408,3649,1178
892,758099635764359168,20369,10917
893,758041019896193024,2872,406
894,757741869644341248,7302,3530
895,757729163776290825,0,8782
896,757725642876129280,4816,1319
897,757611664640446465,4837,1213
898,757597904299253760,0,315
899,757596066325864448,4615,1145
900,757400162377592832,16074,7406
901,757393109802180609,6196,1893
902,757354760399941633,4784,1543
903,756998049151549440,6647,2153
904,756939218950160384,7060,2178
905,756651752796094464,5374,1424
906,756526248105566208,11028,3916
907,756303284449767430,4189,1176
908,756288534030475264,45362,18933
909,756275833623502848,6828,1650
910,755955933503782912,7782,3130
911,755206590534418437,17447,5829
912,755110668769038337,22511,11998
913,754874841593970688,0,8680
914,754856583969079297,7288,2738
915,754747087846248448,2733,568
916,754482103782404096,5627,2111
917,754449512966619136,3968,797
918,754120377874386944,8302,2535
919,753655901052166144,6191,2356
920,753420520834629632,8391,3861
921,753398408988139520,6130,2078
922,753375668877008896,8086,2523
923,753298634498793472,0,6243
924,753294487569522689,3601,1127
925,753039830821511168,39313,22665
926,753026973505581056,4122,1055
927,752932432744185856,13368,7387
928,752917284578922496,7303,1704
929,752701944171524096,0,3122
930,752682090207055872,6343,1740
931,752660715232722944,4669,1707
932,752568224206688256,5854,2470
933,752519690950500352,7809,3724
934,752334515931054080,4038,1190
935,752309394570878976,0,18048
936,752173152931807232,6298,1998
937,751950017322246144,3257,1006
938,751937170840121344,5523,1456
939,751830394383790080,6139,2121
940,751793661361422336,6207,3149
941,751598357617971201,8360,3291
942,751583847268179968,4662,1205
943,751538714308972544,5331,1373
944,751456908746354688,3385,1078
945,751251247299190784,13229,6338
